Text,Label
says covid remains air eight hours everyone now required wear masks everywhere,fake
posts shared more than 000 times facebook feature photo crying child two others showing woman man hospital beds claiming boy parents are infected novel coronavirus,fake
pictures reports empty hospitals prove covid spread fake crisis real government planned agendas,fake
whether cdc had scheduled announcement all should wear masks everyday life,fake
florida banned alcohol sales due coronavirus,fake
french doctor jeanroger hospital sent email which claims you can protect yourself against covid drinking water every minutes,fake
johns hopkins university published list instructions can help protect new coronavirus,fake
level coronavirus varies beat virus should consume more alkaline food,fake
who advisory asks people not consume bakery items they get contaminated coronavirus easily,fake
second clip shows burqaclad woman having difficulty breathing,fake
inhalation hot steam can kill novel coronavirus,fake
videos patient gasping breath shown patient india,fake
video police roughing civilians claimed police spain enforcing lockdown,fake
indian army has been called control seven areas mumbai are not following day lockdown are out mumbai police control,fake
indian home ministry considers posting anything about coronavirus punishable offence,fake
video muslims applying their saliva plates spoons spread coronavirus disease,fake
video police strictly implementing lockdown spain,fake
recent photo modi visiting church offering prayers save country coronavirus outbreak,fake
predicted using turmeric can cure coronavirus india newborn baby suffering birth defects,fake
claim india ministry home affairs has made punishable offense citizens publish posts social media about novel coronavirus has been shared repeatedly facebook twitter whatsapp,fake
inhalation steam hot water kills covid,fake
per aajtak news channel narendra modi announced shutdown internet services week,fake
bollywood actor shahrukh khan donated crore 450 million rupees pakistan,fake
countries have asked modi lead them preventing coronavirus,fake
photos medicines which will only given selected people indian government name covid treatment eliminate them,fake
video dead bodies being thrown into mass grave italy,fake
french astrologer nostradamus had predicted 1551 there would outbreak coronavirus china 2020,fake
chief minister state madhya pradesh said since lockdown restrictions were not being adhered effectively all houses will locked outside starting april 2020,fake
official news,fake
video italian predicted coronavirus 2015,fake
spanish government stopped counting dead covid between march,fake
spanish president wife daughter went cuenca quarantine,fake
spanish authorities are not arresting people who attend mass,fake
